2.92,3.36,J.D.,There.
3.64,5.58,J.D.,Just a tiny splinter.
6.48,13.61,J.D.,"It's funny, I can't stop thinking about Aesop's fables. You know, the one where the lion's always hassling the little mouse, but then the mouse"
13.61,14.71,J.D.,pulls a thorn from his paw?
15.12,17.65,Janitor,"All right, then the lion kills him anyway. Heh heh, yeah."
18.25,18.71,J.D.,"No, he doesn't."
20.30,20.82,Janitor,Trust me.
21.20,22.67,Dr. Cox,"Sandy, what do you say we start our work day?"
22.81,24.69,J.D.,"You know, Sandy isn't necessarily a girl's name."
24.69,25.68,Dr. Cox,It's short for Sandra.
25.68,26.18,J.D.,Clear.
26.54,27.13,Jordan,"Hello, Perry."
27.79,29.45,J.D.,"Oh, God. The ex-wife."
29.45,31.04,Dr. Cox,Jordan. What a coincidence.
31.48,33.91,Dr. Cox,"You were in my dream last night. I can't say for certain,"
34.07,37.72,Dr. Cox,but I was having the flesh torn from my bones by a cross-eyed water snake.
37.90,38.51,Dr. Cox,"You, right?"
38.69,38.89,Jordan,Yes.
38.97,39.17,Dr. Cox,Right?
39.39,39.59,Jordan,Yeah.
39.58,39.99,Dr. Cox,Right?
41.33,42.28,Jordan,"Say, let's play a game."
42.68,45.25,Jordan,"I'll throw out an adjective describing how one of you is in bed,"
45.57,47.30,Jordan,and you guys try to guess who it is.
47.40,48.87,J.D.,"Remember, I had no idea she was your ex at the time."
49.53,50.23,Jordan,"Okay, clumsy."
50.53,51.44,Dr. Cox,"Don't answer that, newbie."
51.46,52.22,J.D.,No worries.
54.64,55.32,Dr. Cox,"Good-bye, Jordan."
55.82,56.50,Dr. Cox,Sandy.
57.97,58.83,Jordan,"Good job, DJ."
59.16,63.61,J.D.,You know it's JD okay? And at least I remember the names of all my sexual partners.
63.77,66.65,Jordan,Well I'm sure that girl from high school and your bunk mate
66.69,70.12,Jordan,from Camp Morningwood are both extremely grateful yeah.
71.57,72.57,J.D.,Camp Meadow Wood.
74.55,75.28,J.D.,I made a lanyard.
75.92,82.72,Singer,"I can't do this all on my own, I know"
83.06,85.32,Singer,that I'm no
85.58,86.58,Singer,Superman
90.45,92.07,Singer,I'm no superman.
95.90,97.19,Singer,I'm no superman.
100.53,102.85,J.D.,"It sounds insensitive, but hospitals can be kind of boring."
103.29,107.22,J.D.,"So if a policeman gets into an accident with the bad guy he's chasing, well, it pumps you up."
107.78,108.77,J.D.,"Okay, move it along, fellas."
108.81,109.71,J.D.,There's nothing to see here.
111.53,111.97,J.D.,I'll be over here.
112.73,115.34,Carla,Officer Burson was admitted with shortness of breath and chest pain.
116.00,118.83,Elliot,"Hey, J.D., do you think anyone else gets as excited over a car accident?"
124.83,125.35,J.D.,Maybe Hank.
126.51,128.31,J.D.,We weren't the only ones psyched to be in the game.
129.64,131.43,Turk,The doctor is in.
132.14,132.74,Turk,Bad guy.
132.90,134.65,Turk,This is why you don't run from the police.
135.67,136.98,Turk,"Baby, are you ready to rock?"
137.14,137.48,Nurse #1,Great.
137.78,140.15,Nurse #1,Another cocky resident that wants to start surgery
140.23,141.82,Nurse #1,before the attending shows up.
142.40,142.78,Turk,I'm sorry.
142.87,145.09,Turk,"I just figured that if we finished here quick enough,"
145.66,147.90,Turk,we might have enough time to pull the stick out of your ass.
148.26,148.78,Turk,What do you say?
151.28,152.07,Dr. Kelso,Perry
152.27,154.14,Dr. Cox,Beelzebub.
154.68,154.97,Dr. Cox,Lackey!
155.43,156.23,Ted,"Hey, Dr. Cox."
156.71,159.30,Dr. Kelso,"I'm being honored tonight by the Board of Trustees,"
159.36,160.93,Dr. Kelso,and they asked me to say a few words.
161.03,161.75,Dr. Cox,"Oh, yawn."
162.19,165.40,Dr. Kelso,"Anyway, I would like you to be the one who introduces me."
165.98,167.27,Dr. Cox,Wow. Seriously?
167.51,167.96,Dr. Kelso,Yeah.
167.97,168.58,Dr. Cox,Not interested.
169.11,170.45,Dr. Kelso,I didn't ask if you were interested.
170.60,173.53,Dr. Cox,"Bob, I deeply dislike you. Honestly, it keeps me up at night."
173.57,176.66,Dr. Kelso,"Well, then use that passion. Put that rage on the page."
