5.08,5.62,Turk,Who wants another beer?
5.62,6.45,Elliot,Should I have another one?
6.44,7.39,Elliot,Because I've got to work early tomorrow.
7.38,9.68,Elliot,"But I'm having fun now, except I had a pizza earlier and..."
9.49,9.97,Turk,Elliot.
10.26,10.96,Elliot,"Yes, please."
11.38,11.97,Carla,"Me too, babe."
11.98,12.82,J.D.,I'll give you a hand.
13.54,15.96,J.D.,"When you spend most of your time together as a part of a group,"
15.96,18.25,J.D.,"if you're left alone, it can get pretty awkward."
18.70,21.39,J.D.,There can be uncomfortable silences.
23.41,25.25,Elliot,Th-th-that-that was my tummy.
26.28,26.66,Carla,Oh.
27.44,27.94,Carla,RIght.
29.15,31.73,Dr. Kelso,"Dr. Murphy, describe the presentation of Ludwig's angina."
32.46,32.82,Doug,Uh..
32.51,34.88,J.D.,"Still, it's nothing compared to the silence you can hear at work."
36.56,37.59,Dr. Kelso,"Proud to have you on board, son."
38.61,40.74,Dr. Kelso,"Anyway, I'm sending one of you to an AMA conference,"
40.78,43.25,Dr. Kelso,"where you're going to eat free food, stay at a nice hotel,"
43.49,45.92,Dr. Kelso,and try your darndest not to embarrass this hospital.
46.34,48.37,Dr. Kelso,"And in the interest of fairness, I drew a name out of a hat,"
48.63,50.17,Dr. Kelso,and that name was Elliot Reed.
50.64,52.63,Elliot,Yes! I never wanted anything!
53.17,53.99,Dr. Kelso,"And then I thought,"
54.42,55.61,Dr. Kelso,"oh, who cares what I thought?"
55.60,56.82,Dr. Kelso,"The point is, you're not going."
58.02,64.54,Dr. Kelso,"You see, it seems as though all you lazybones have forgotten my edict about residents publishing case reports."
64.88,68.57,Dr. Kelso,That's why I've decided that whoever brings me the most interesting case gets the ticket to Reno.
69.25,71.10,Doug,"You know, sir, my parents live in Reno."
71.44,73.97,Dr. Kelso,"Well, that's just great, sport. I'm sure you'll see them over Christmas."
77.65,78.64,Dr. Kelso,Crime indeed.
79.38,81.95,J.D.,There aren't many things that can make the chief of medicine move that fast.
82.45,87.22,J.D.,But whenever we get a patient who has the same name as a wing of the hospital you can pretty much predict Kelso's behavior
