1.51,3.89,J.D.,Even close friends disagree about decisions.
4.68,5.71,Turk,How about this one?
5.91,7.34,J.D.,You wanna get a clear shower curtain?
7.34,9.91,J.D.,Why don't I just nude up in the living room and you spray me down with a hose?
9.97,14.12,Turk,"Dude, if you're gonna be that self-conscious, I could always doodle in chest hairs right about where you'd stand."
14.36,18.07,J.D.,I have a chest hair. I named him Clancy. And then it happened.
18.65,19.47,SalesGirl,"Can I help you, sir?"
20.14,23.98,SalesGirl,Sir! Sir! Sir! Sir! Sir! Sir!
24.90,25.97,J.D.,I can't believe she called me sir.
26.47,27.52,Turk,She called me mister.
27.73,28.82,Carla,Maybe it's because you're bald.
29.52,31.21,Turk,I'm not bald. I shave my head.
31.49,32.43,Carla,"Well, then let it grow back."
33.09,33.62,Turk,"Careful, honey."
35.10,36.13,J.D.,We're practically kids.
36.61,38.48,Elliot,"Really? Well, what are you doing for Halloween tomorrow night?"
38.96,41.33,Turk,"Well, we used to dress up as pigs and hit every bar in town."
41.87,44.64,J.D.,"Yeah, you have not lived until you've seen a drunken pig do the robot."
47.51,50.22,Carla,She didn't ask what you used to do. She asked what you're doing this Halloween.
50.40,51.70,Turk,We got plans. Big plans.
52.18,52.95,Elliot,Watch Stevie and sleep?
53.33,53.83,Turk,"Yeah, pretty much."
54.35,55.35,J.D.,I may take a bath first.
56.05,56.34,Turk,Bubbles?
57.00,57.47,J.D.,Give me some.
60.21,62.84,J.D.,"It was sad, because I started to think that I'd never feel like a kid again."
64.36,67.53,Dan,"Hey-hey-hey, little brother! It's the head-lockin' Dan!"
67.53,68.66,J.D.,What the hell are you doing here?
68.88,70.03,Dr.Cox,"You know, it's funny, Vivian."
70.37,72.78,Dr.Cox,I was just going to ask you the exact same question.
72.92,76.37,Dr.Cox,Seems how I paged you four minutes and 38 seconds ago.
76.37,78.88,J.D.,"Dr. Cox is my big brother, Dan. He just showed up unexpected."
79.70,81.19,Dr.Cox,Four minutes and 44 seconds.
81.42,82.88,Dan,"Whoa, whoa. Easy there, chief."
83.16,85.68,Dan,"Oh, Why don't we have one of those nurses, there, pour you a big, tall glass of calm down juice."
86.76,88.19,J.D.,"Dan, um...mm mm"
88.99,90.00,Dr.Cox,"You know, Newbie, it's so interesting."
