2.60,7.66,Jerry,"So I'm on the plane, we left late, the pilot says we're going to be making up some time in the air."
7.68,8.77,Jerry,"Well, I thought, well, isn't that interesting?"
9.23,10.07,Jerry,They just make up time.
10.11,11.81,Jerry,That's why you have to reset your watch when you land.
12.62,17.16,Jerry,"Of course, when they say they're making up time, obviously, they're increasing the speed"
17.68,18.47,Jerry,of the aircraft.
18.67,24.36,Jerry,"Now, my question is, if you can go faster, why don't you just go as fast as you can"
24.87,25.71,Jerry,all the time!
26.71,29.11,Jerry,"Come on, there's no cops up here. Nail it, give us some gas!"
30.35,31.86,Jerry,We're flying!
36.81,39.30,Gavin,"Traveling, of course, is the best education."
39.45,40.48,Gavin,"Do you know last year,"
42.66,44.72,Gavin,I was in over fourty
45.12,46.12,Gavin,45 countries.
46.82,50.06,Gavin,"And I would have gone to more, but I just got a puppy."
50.94,53.19,Gavin,And he was too young to take with me.
53.27,55.60,Gavin,But now I will travel without him.
55.86,56.67,Jerry,Is he on the plane now?
56.67,57.39,Gavin,"Oh, yes."
59.31,61.76,Gavin,"Yes, he's in the... he's in the baggage compartment."
61.80,64.79,Gavin,I don't know why they won't let him sit up here with me.
65.66,69.70,Gavin,He's a lot better behaved than most of the dregs you find on board here.
73.35,74.53,Gavin,Do you... Do you have any pets?
75.32,76.48,Jerry,"Uh, just my next-door neighbor."
76.76,80.31,Gavin,But you... you were missing out on a relationship
80.69,84.64,Gavin,that could enrich your life in ways that you never thought possible.
85.32,87.92,Jerry,How about picking up their you know
88.54,89.54,Jerry,You find that enriching?
93.39,94.14,Jerry,What's the matter?
94.31,96.52,Gavin,"Oh, I'm feeling a bit queasy."
99.03,102.49,Attendant#1,Sir. We're gonna make an emergency landing in Chicago and get you to a hospital.
103.98,104.80,Gavin,My dog.
106.10,107.19,Gavin,What about my dog?
107.52,108.83,Attendant#1,"Uh, you have a dog?"
109.28,110.89,Attendant#2,"Do you know anyone on the plane, Mr. Palone?"
116.33,117.49,Gavin,"Jerry, huh?"
118.82,119.79,Jerry,How you feeling?
120.13,122.49,Gavin,Would you take care of Farfel?
124.18,124.60,Jerry,Farfel?
125.24,125.94,Attendant#2,It's his dog.
126.15,128.07,Attendant#2,We're landing in Chicago to get him to a hospital.
128.15,129.44,Attendant#2,Could you take his dog to New York?
130.26,130.92,Jerry,The dog?
132.29,132.75,Jerry,The dog?
132.99,134.55,Gavin,I'm sure it's not even a day or two.
135.25,136.58,Jerry,"But, you know, what if, you know?"
137.12,139.39,Gavin,Give me your address and phone number. I'll call you.
140.05,140.71,Jerry,The dog?
145.63,146.59,Jerry,"Let go, Farfel!"
147.64,148.64,Jerry,"Let go, give me that!"
148.90,151.05,Jerry,"Give me that sneaker, you stupid idiot!"
154.00,154.92,Jerry,Shut up!
157.17,158.18,Jerry,So what would you do?
158.19,160.37,Elaine,It's only been three days. I'm sure he's gonna call.
161.05,163.73,Jerry,Stop it! Shut up!
165.39,167.70,Jerry,Do you believe this? Do you believe what I'm dealing with here?
167.76,169.43,Jerry,I got a wild animal in the house.
169.93,172.35,Jerry,He's deranged. Maybe he's got rabies. I can get lockjaw.
174.38,175.46,Elaine,If only.
175.46,176.61,Jerry,Look at this place.
177.97,181.18,Jerry,He's going everywhere. I can't go out of the house at night.
181.22,182.72,Jerry,I haven't performed in three days.
183.06,185.13,Jerry,This will be my first night out of the house since I got back.
185.53,187.88,Elaine,"Hey, uh, when you walk him, do you..."
189.41,190.08,Jerry,Do I what?
191.10,192.07,Elaine,Do you pick it up?
195.24,196.52,Jerry,"Yes, I pick it up."
197.53,198.21,Elaine,You pick it up?
198.57,199.33,Jerry,"Well, you have to."
199.95,202.34,Elaine,"Oh, boy, would I love to see that."
205.05,208.76,Jerry,"Shut up! Shut up, Farfel! Stop it!"
209.28,210.28,Jerry,I don't know what to do.
210.47,213.12,Jerry,"I mean, what if I take it to the pound and then the guy shows up?"
213.68,215.94,Elaine,Maybe you should call the airline. They might know where he is.
216.08,217.43,Jerry,"No, I tried. They don't know anything."
217.45,219.15,Jerry,You got to put the syrup in first.
219.51,219.88,Elaine,"Oh, no."
220.66,222.91,Jerry,"I'm telling you, the guy's a drunk. He's probably on a bender."
224.57,225.97,Elaine,"What is a bender, anyhow?"
226.62,229.25,Jerry,I don't know. They drink and they bend things at the bar. I don't know.
231.32,233.00,Elaine,I can't believe he hasn't called.
233.90,235.23,Jerry,Two hundred seats on a plane.
