2.99,6.39,Jerry,I have never seen an old person in a new bathing suit
6.97,12.45,Jerry,"in my life. I don't know where they get their bathing suits, but my father has bathing suits from"
12.69,13.44,Jerry,other centuries.
13.57,17.88,Jerry,"My parents live in Florida, and if you go down there and you forget your bathing suit,"
17.94,19.50,Jerry,then they want you to wear one of theirs.
20.71,21.59,Jerry,You know how that gets?
21.91,23.28,Jerry,"You need trunks, son?"
23.36,24.34,Jerry,I got trunks for you.
25.29,26.55,Jerry,You can wear my trunks.
27.27,29.10,Jerry,"Fathers don't wear bathing suits, they wear trunks."
29.92,32.57,Jerry,It's kind of the same thing a tree would wear if it went swimming.
33.85,38.22,Jerry,So I get in the water in this thing and it's like floating around me somewhere.
39.24,44.04,Jerry,You ever put on a bathing suit that you don't even know exactly where you are inside the bathing suit?
44.04,47.63,Jerry,You bump into somebody you know
54.15,56.03,Helen,They were supposed to be here at 7.30.
56.95,57.95,Helen,Call the airlines again.
57.97,62.85,Morty,What happened to the scotch tape? Who takes the scotch tape? Nobody returns anything around here.
63.67,64.87,Helen,"Oh, I think that's them."
65.35,68.68,Morty,You know what I'll do next time? I'll hide it so nobody can find it.
71.55,72.60,Helen,Hi! Welcome!
71.55,72.04,Elaine,Hi!
73.24,74.13,Elaine,How are you?
74.56,75.75,Morty,Welcome to Florida!
75.75,77.49,Elaine,"Hi, Mr. Steinfeld."
77.87,78.92,Jerry,"Hey, there's the old man!"
80.17,80.69,Morty,"So,"
81.05,81.99,Morty,what took you so long?
82.80,85.14,Jerry,We waited 35 minutes in the rent-a-car place.
85.36,86.70,Helen,I don't know why you had to rent a car.
86.69,87.51,Helen,We would've picked you up.
87.51,88.57,Jerry,What's the difference?
88.57,89.75,Helen,"Well, you could've used our car."
89.91,91.17,Jerry,I don't want to use your car.
91.50,92.42,Helen,What's wrong with our car?
92.53,92.85,Jerry,Nothing.
92.87,93.67,Jerry,It's a fine car.
93.77,94.73,Jerry,What if you want to use it?
94.73,95.47,Helen,We don't use it.
95.48,96.84,Morty,What are you talking? We use it.
96.84,98.41,Helen,"If you were using it, we wouldn't use it."
98.18,98.87,Jerry,So what would you do?
98.87,99.27,Jerry,You'd hitch?
99.87,100.69,Helen,How much is a rent-a-car?
100.81,102.32,Jerry,"I dont know, 25 bucks a day?"
102.49,104.19,Helen,"What? Oh, you're crazy."
104.47,105.40,Morty,Plus the insurance.
105.70,106.85,Jerry,"Oh, I didn't get the insurance."
106.91,108.25,Morty,How could you not get the insurance?
109.85,110.80,Helen,We'll pay for the car.
111.08,112.31,Jerry,You're not paying for it.
112.55,112.91,Helen,Morty.
114.43,115.94,Jerry,"God, it's so hot in here."
118.07,119.66,Jerry,Why don't you put on the air conditioning?
