1.98,5.24,Jerry,Does it seem to you that the ventriloquist dummy
6.19,9.22,Jerry,"has a very active, sexual, social life?"
10.25,15.58,Jerry,He's always talking about dates and women that he knows and bringing them back to the suitcase at night.
15.77,21.66,Jerry,"There's always a sawdust joke in there somewhere, you know, kinky things because he's made out"
21.70,23.77,Jerry,of wood and he can spin his head around.
24.35,30.70,Jerry,"We're somehow expected to believe, because the face is so animated, that they think we're"
30.72,33.01,Jerry,not noticing that the feet are just swinging there.
33.27,35.17,Jerry,"Dummy feet never look really right, do they?"
35.17,39.48,Jerry,"They're just kind of dangling there, always kind of askew, you know, and you always just"
39.52,43.05,Jerry,"see little ankle, those little thin fabric ankles that they have, you know."
43.59,45.66,Jerry,"You think, I don't think this thing is real."
49.79,50.57,Jerry,Are you kidding me?
51.89,53.35,Jerry,Let me speak with the head librarian.
54.38,55.40,Jerry,Because it's absurd!
56.60,59.55,Jerry,An overdue book from 1971?
60.40,61.44,Jerry,"This is a joke, right?"
61.44,62.71,Jerry,"What are you, from a radio station?"
63.47,64.56,Jerry,"Okay, you got me."
64.72,65.70,Jerry,I fell for it.
67.41,68.49,Jerry,"All right, okay."
69.01,70.64,Jerry,"I can be down there in like a half hour,"
71.06,71.66,Jerry,Bye.
72.92,73.57,Kramer,What's the problem?
74.32,75.13,Jerry,This you're not gonna believe.
74.96,75.67,Kramer,Go.
75.31,77.03,Jerry,The New York Public Library
77.03,77.69,Kramer,Uh-huh.
77.84,81.82,Jerry,says that I took out Tropic of Cancer in 1971.
82.59,83.43,Jerry,And never returned it.
84.40,86.22,Kramer,Do you know how much that comes to?
87.03,88.98,Kramer,That's a nickel a day for 20 years.
89.28,90.79,Kramer,"It's gonna be $50,000."
90.99,92.28,Jerry,It doesn't work like that.
91.99,93.70,Kramer,"If it's a dime a day, it could be $100,000."
94.33,95.53,Jerry,It's not gonna be anything.
95.82,96.83,Jerry,I returned the book.
97.02,98.02,Jerry,I remember it very vividly
98.46,99.78,Jerry,because I was with Sherry Becker.
100.60,101.76,Jerry,She wore this orange dress.
101.76,103.63,Jerry,It's the first time I ever saw in a dress like that.
104.06,105.02,Jerry,"I'd known her since ninth grade,"
105.03,107.00,Jerry,and she was developing this body in secret
107.19,108.94,Jerry,"under these loose clothes for, like, two years."
109.70,110.67,Jerry,"And then one day,"
112.03,116.12,Jerry,"this orange dress, it's burned in my memory."
116.56,118.03,Kramer,"Ooh, memory burn, huh?"
119.36,120.73,Jerry,I wonder what happened to her.
120.73,121.58,Kramer,How did they find you?
122.16,123.36,Jerry,"Oh, computers."
123.40,125.53,Jerry,They're cracking down now on overdue books.
