9.10,9.80,Frasier,Look at this.
10.20,11.88,Frasier,My so-called windproof umbrella. I
16.29,19.50,Frasier,I might as well use one of those little paper ones they put in Polynesian drinks.
20.78,24.44,Roz,"Well, I got a big collection of those. They remind me of wonderful evenings that I can't remember."
25.89,29.66,Roz,"You know, I've got some requests here for some personal appearances. City College wants you to lecture."
29.92,30.71,Frasier,"Fine, just tell me the date."
30.89,32.51,Roz,Okay. St. Bartholomew's Hospital
32.55,33.92,Roz,wants you to emcee their annual benefit.
34.26,34.48,Frasier,Pass.
35.25,36.51,Roz,"What, you're turning down a hospital?"
36.81,37.01,Frasier,Yes.
37.76,38.44,Frasier,Don't look at me that way.
40.37,40.95,Roz,"Hey, I'm with you."
41.01,42.72,Roz,"I hate the way those whiny, sick people"
42.76,44.39,Roz,are always nagging you for things.
44.65,45.63,Roz,I want a magazine.
45.77,46.66,Roz,I want a kidney.
49.65,52.07,Frasier,"Roz, I have as much sympathy for sick people as you do,"
52.44,53.40,Frasier,which is why I said yes
53.46,54.65,Frasier,when they asked me to appear las t year.
55.41,56.49,Frasier,"I bought an Armani tuxedo,"
56.93,57.96,Frasier,"spent a week working on my speech,"
57.96,59.24,Frasier,"my speechpost, pulled a trip to go see Frederick."
59.57,60.81,Frasier,"Then on the morning of the dinner, they called me,"
60.91,61.69,Frasier,told me they didn't need me
61.79,63.38,Frasier,"because their first choice had become available,"
63.84,65.91,Frasier,the irrepressible Kathie Lee Gifford.
68.77,70.23,Roz,"God, way to hold a grudge."
70.23,71.41,Frasier,"Look, this is not about spite."
71.81,72.74,Frasier,This is about dignity.
73.36,75.05,Frasier,Dignity is a rare and fragile thing.
75.85,76.57,Frasier,Any other requests?
76.99,78.42,Roz,"Yeah, the Miss Teenage Seattle Pageant"
78.42,79.30,Roz,wants you to be a judge.
79.50,79.93,Frasier,"Oh, do that."
83.29,84.25,Roz,That's real dignified.
84.65,89.88,Roz,scholarship is involved all right you're on in 10 seconds look we have new
89.94,93.35,Roz,sponsors and the sales department want you to work this copy in as often as you can.
97.07,101.58,Frasier,Good afternoon Seattle. This is Dr. Frasier Crane KACL 780.
102.07,106.36,Frasier,"Well, it's another gray depressing day here in the Emerald City. Here's hoping we can"
106.53,112.22,Frasier,brighten up your afternoon. We hold it our personal duty to banish your rainy day blues.
112.58,115.00,Frasier,But first a message from a new sponsor.
115.39,116.94,Frasier,Death is inevitable.
121.50,126.13,Frasier,But it's especially painful when it claims a beloved family pet.
126.89,127.89,Frasier,If you lost
128.25,135.64,Frasier,"or are planning to lose, a cherished dog cat or bird let pet paradise console you with a"
135.82,139.25,Frasier,tasteful Plexiglass memorial bearing the likeness of your departed friend.
141.28,145.42,Frasier,"pet paradise. Though your pet may be small, your loss is great."
147.41,149.24,Frasier,"This is our first caller, Ross."
149.49,154.12,Roz,We have Edna on line two. She's a receptionist at a pest control company and she's feeling depressed.
155.22,156.16,Frasier,Hello Edna. Hello Dr. Crane. I've been working in pest
156.65,157.33,Frasier,I'm listening.
157.50,158.74,Edna,"Hello, Dr. Crane."
159.12,161.63,Edna,I've been working at pest control for fifteen years.
161.94,166.97,Edna,"I go in every day, answer the same calls, ask the same questions."
167.27,172.31,Edna,What kind of bugs are they? Have you seen any droppings? Then I go to the next person.
172.93,177.50,Edna,What kind of bugs are they? Have you seen any droppings? I'm a psychiatrist. I can sense
174.82,175.27,Frasier,Enough.
176.21,177.21,Frasier,I'm a psychiatrist.
177.21,181.05,Frasier,"I can sense where this is going. You know, even the most interesting of lives can become"
181.37,183.94,Frasier,routine. What you need to do is shake up your world.
184.68,186.26,Frasier,"Find a new boyfriend, a new"
186.26,187.55,Frasier,"job, a new city even."
187.56,188.56,Edna,You mean move?
188.95,190.78,Frasier,"Well, certainly there are"
191.14,194.93,Frasier,"a lot easier places to cheer up than this dreary, soggy, old city of ours."
195.56,197.71,Edna,"You know some, Dr. Crane. You're right."
198.08,200.43,Edna,"I don't have to stay here. When you think about it,"
200.91,202.98,Edna,there's a whole world of vermin out there.
204.30,205.75,Frasier,"Very eloquently put, Edna."
206.09,206.81,Frasier,Thank you for your call.
208.50,211.00,Frasier,"Speaking of vermin, when that special rat of yours..."
213.45,215.15,Frasier,"turns its little toes up for the last time,"
216.13,218.18,Frasier,don't forget your friends at Pet Paradise.
219.42,222.71,Frasier,"Pet paradise, when a shoebox isn't enough."
236.37,237.69,Frasier,Another radiant morning.
239.30,240.19,Frasier,"What do you think, Dad?"
240.58,242.83,Frasier,Did I drive to work today or just hail a passing gondola?
244.83,245.52,Martin,I like the rain.
245.68,247.80,Martin,It chases those squeegee guys off the street.
253.36,256.25,Daphne,"Now, stay put until I can dry off your feet."
262.29,263.58,Frasier,"There, that ought to do it."
265.22,268.71,Martin,"Oh Daphne, get that hat off him. Isn't it bad enough we had him neutered?"
270.60,273.93,Daphne,"Look, the way things are going, I don't think I'm going to have children."
274.41,275.81,Daphne,Just let me dress up the dog.
277.39,279.37,Martin,I've never seen a dog look that stupid.
279.85,282.86,Daphne,You'll change your tune when you see the outfit I got him for St. Patrick's Day.
285.11,286.01,Martin,"Hey, get a load of this."
286.43,287.87,Martin,Derek Mann mentioned you in his column.
288.49,291.72,Martin,I've been listening to Frasier Crane this week because I've been trying to drop a few
291.88,295.25,Martin,pounds and find that his voice makes an effective appetite suppressant.
296.89,297.70,Frasier,How witty.
298.06,299.16,Martin,"Yeah, I thought so, too."
300.18,300.80,Frasier,Give it to me.
302.76,305.49,Frasier,"Yesterday, I heard him advise an unhappy young woman"
305.57,307.42,Frasier,that she could magically cure her depression
308.02,309.20,Frasier,simply by leaving Seattle.
310.19,311.49,Frasier,I know it would cure my depression
311.95,314.72,Frasier,if the Seattle-hating Dr. Crane would take his own advice
315.04,316.53,Frasier,and leave town as soon as possible.
316.87,317.93,Frasier,"Well, it's just ludicrous."
318.15,319.04,Frasier,I never said any such thing.
319.30,320.00,Daphne,"Oh, yes you did."
320.36,320.86,Daphne,I heard you.
321.26,322.71,Daphne,You said Seattle was dreary
322.77,324.39,Daphne,"and if she wanted to spruce up her life,"
324.45,325.30,Daphne,she should leave town.
325.34,327.31,Frasier,"Well, that was just one of several suggestions I made."
327.69,329.03,Frasier,He took it completely out of context.
329.29,331.32,Martin,"Well, whatever you said, you're gonna apologize, right?"
331.42,331.88,Frasier,What for?
332.14,333.33,Martin,For insulting Seattle.
333.73,335.55,Martin,People around here take a lot of pride in this town.
335.77,337.82,Martin,They don't appreciate some radio know-it-all
337.86,339.29,Martin,telling them it's raining and depressing.
339.37,340.31,Frasier,"In case you haven't noticed, Dad,"
340.35,342.07,Frasier,it does get a little damp around here.
343.16,345.32,Frasier,"For God's sake, the state flower is mildew."
349.01,351.31,Martin,"Let me tell you something, a city's like a woman."
351.77,352.68,Martin,"You get one mad at you,"
352.68,354.15,Martin,it doesn't matter if you're completely right
354.31,358.20,Martin,She's completely wrong. You apologize anyway or you'd be paying for it for the rest of your life.
359.00,360.63,Daphne,I'm not sure I care for that analogy.
361.27,363.88,Martin,"Oh gee, I'm sorry Daphne. I was way out of line."
364.80,365.97,Daphne,"All right, you're forgiven."
371.03,373.47,Frasier,"You know dad, to you everything is like a woman."
373.67,376.62,Frasier,A fast car is like a woman. A romantic song is like a woman.
377.66,378.75,Frasier,Good meatloaf is like a woman.
380.11,382.04,Frasier,"Well, a city is not like a woman. It's like a city."
382.46,383.97,Frasier,But I am not apologizing to this one.
384.41,386.69,Frasier,"Even if you don't understand that, Seattle does."
387.39,388.96,Frasier,And Seattle loves Frasier Crane.
403.74,404.74,Frasier,"Hello, Father Mike."
404.74,405.55,Mike,"Hello, Frasier."
406.58,408.94,Roz,"Look, Dr. Crane was not bashing Seattle."
408.98,411.27,Roz,He was sincerely trying to help that woman.
412.67,415.12,Roz,Who's our sponsor? Pet Paradise?
416.18,417.69,Roz,"Fine, go ahead and boycott them."
417.77,420.44,Roz,See how easy it is to flush your dead German shepherd down the toilet.
423.03,426.02,Frasier,"No, tell me. Was that a complaint about this rain business?"
426.20,428.53,Roz,"Yes, and thanks to you, I've been on the phone all morning."
428.61,432.26,Frasier,"Oh, well, forgive me. From now on, I'll stick to subjects like suicide and birth control."
432.40,434.05,Frasier,Stay away from the controversial stuff like weather.
435.94,436.49,Roz,Hello?
436.49,438.80,Bulldog,"Hey, Doc, I need some advice."
439.48,443.31,Bulldog,I feel a cold coming on and I'm wondering. Should I take vitamin C or should I just leave Seattle?
449.61,454.68,Roz,"I hope you're happy!  According to Betsy, the switchboard has logged over fifty irate calls!"
454.67,455.33,Bulldog,Fifty?
455.72,456.85,Bulldog,"Damn, you broke my record."
458.48,463.94,Bulldog,"The most I ever got was 35 when I said that commentary, ""Lady Umpires - Finally a Chest Worth Protecting!"""
466.76,468.92,Roz,"You know, Frasier, you really should think about apologizing."
469.47,470.80,Frasier,You know what? I'd be the first to apologize
470.80,472.13,Frasier,"if I said anything wrong, but I didn't."
472.29,474.00,Roz,"I've got half a dozen calls stacked up in there,"
474.02,475.03,Roz,and they all say you did.
