8.01,16.79,Maggie,"It's not that I don't like him, Dr. Crane. It's just that he's gotten so attached. I mean, roses every day for a week after two dates?"
17.26,22.38,Frasier,"Maggie, first thing you have to do is sit Gavin down for a nice long conversation. Frank,"
24.22,30.36,Frasier,"A frank, honest discussion, tell him that though he wants to go at one speed, you need to go at another."
32.39,35.34,Frasier,Tell him you're not rejecting him that you are fond of him but if he
35.38,39.55,Frasier,doesn't give you some breathing room you know suddenly I wonder what Roz my
39.77,43.00,Frasier,non PhD holding producer thinks you should do
43.41,45.08,Roz,"Well, I just think that any guy"
45.08,49.51,Roz,who's that clingy after two dates has a major insecurity problem I say dump him
49.84,52.01,Roz,now head for the hills and don't look back.
52.01,53.85,Maggie,It's so good to hear that Roz.
55.36,60.58,Maggie,that's what I wanted to do but I felt so guilty. Thanks so much. Bye
62.71,67.02,Frasier,And that takes us to commercial this for those of you who may have forgotten
67.51,69.61,Frasier,is the Dr Frasier Crane show.
69.97,74.08,Roz,Now here's your new parking pass I confirmed your dinner
74.12,77.27,Roz,reservations for three at your father's request will be dining at Shea shrimp
78.93,82.78,Roz,There are two letters that you've got to sign a card for Clarence the guard that
82.80,83.68,Roz,we're all signing.
83.94,86.33,Roz,And a notice about signups for the KACL bowling team.
86.37,88.00,Roz,I'll just file this right in the trash.
89.14,89.58,Frasier,"Oh, wonderful."
90.63,91.27,Frasier,Another card.
91.65,93.17,Frasier,"Of course, I, as resident wit here,"
93.35,94.68,Frasier,will have to think of something clever to say.
95.02,98.65,Frasier,"Well, at least I've got another gala KACL birthday bash"
98.69,99.33,Frasier,to look forward to.
99.85,101.90,Frasier,I can just taste that frozen Sara Lee cake right now.
102.16,102.30,Frasier,Here.
103.34,104.97,Frasier,Wild applause as a full grown adult
105.19,107.36,Frasier,snuffs out a handful of tiny candles.
109.10,110.21,Roz,What are you grousing about?
110.51,111.43,Frasier,"No, nothing, nothing."
117.59,119.73,Frasier,"Yes, the pageantry never stops."
126.95,128.39,Martin,Mr. Fancy Pants.
129.29,130.64,Martin,He's got to buy a German car.
131.46,132.65,Frasier,It's not my fault we broke down.
133.19,134.94,Martin,"If you bought American, they wouldn't have to tow your car"
135.10,136.73,Martin,halfway across the state to get it fixed.
137.27,138.63,Martin,That's why I always buy American.
139.01,141.30,Martin,"If you break down, you just drive to the nearest garage."
141.78,144.57,Martin,I could break down all alone in the middle of Alaska.
144.79,146.30,Frasier,"Finally, a thought to raise all our spirits."
148.55,149.99,Niles,This traffic is murder.
150.41,153.30,Niles,"I'd suggest we walk home, but I'm afraid what the humidity will do to these loafers."
153.86,154.70,Niles,Does calf skin pucker?
156.03,156.53,Frasier,"Yes, not."
157.11,160.68,Frasier,"That's why on humid farms, the calf is the most made fun of of all the animals."
164.83,166.23,Niles,There's no point in being snide.
166.71,170.36,Niles,we're all going to be in here for a while we might as well try and make pleasant conversation
170.50,172.31,Niles,we are a family after all it shouldn't be that hard
178.93,181.32,Martin,So you've been driving long?
181.32,182.16,Arleen,Not really.
182.39,183.88,Martin,"I bet you some pretty good stories, though?"
184.44,187.80,Arleen,You guys ever hear of a woman having a baby in a cab.
188.19,189.33,Martin,We've all heard that one.
189.33,190.55,Martin,"Why, did it happen in this cab?"
190.83,192.60,Arleen,"No, I think it's about to.yes it may just be false"
192.74,193.74,Martin,You're pregnant?
193.90,195.11,Arleen,Yes. Ouch!
196.14,197.80,Frasier,"Well, don't panic, it may just be false labor."
198.16,201.83,Arleen,My water just broke. Ah. I'm sitting here in a puddle of water
201.86,203.06,Niles,"Calfskin, calfskin!"
205.24,207.24,Martin,I think the closest hospital is First Methodist.
207.24,209.03,Frasier,"Oh, we'll never make it in this traffic."
209.03,210.35,Frasier,Miss you'd better pull over please try to park facing downhill
210.36,211.93,Niles,Please try to park facing down hill.
211.92,212.50,Frasier,Niles!
213.33,214.86,Arleen,I can't have my baby here!
215.60,218.25,Frasier,Now listen miss. There's no need for you to be concerned you happen to be in the
218.25,220.16,Frasier,the presence of two trained medical professionals.
220.26,221.04,Frasier,"Niles, help the woman."
223.29,223.93,Arleen,Hurry!
223.92,224.38,Niles,"I know, I know, I know."
224.57,224.91,Arleen,Ahh!
227.60,229.05,Frasier,The other door!
229.59,230.51,Frasier,The other door!
230.63,231.92,Frasier,"Oh, for Jesus' sake."
233.22,234.63,Martin,"Hello, is anybody there?"
234.79,235.13,Martin,Come in.
235.91,237.38,Niles,"All right, now, the most important thing"
237.40,239.03,Niles,you can do right now is breathe deeply.
239.17,239.77,Niles,Just do as I do.
239.79,243.80,Niles,"Hee, hoo, hee, hoo, hee, hoo."
243.80,244.84,Frasier,Are you feeling faint or short of breath?
245.15,246.65,Niles,"Yes, both of those, but heave, heave."
248.60,249.60,Man,"Hello, go ahead."
249.74,252.63,Martin,"Uh, yeah, I'm calling from cab number 804."
253.57,254.53,Martin,This is an emergency.
254.92,257.48,Martin,"Your driver, Arleen, just went into labor."
257.92,259.80,Martin,We're at the corner of 14th and Sycamore.
259.84,261.11,Martin,We need an ambulance here right now.
261.15,262.26,Martin,Do you hear me? Over.
262.76,263.77,Man,"Yes, I'll be right on it."
263.98,264.68,Arleen,"Ah, it really hurts."
264.68,265.55,Niles,"That's okay, it's natural."
265.91,267.70,Arleen,"No, you're squeezing my hand."
267.74,269.57,Frasier,"Oh, get a hold of yourself, Niles!"
269.81,272.10,Niles,"I'm sorry, I only did this once before in medical school,"
272.16,274.21,Niles,and all I remember is a bright light and lots of blood
274.31,276.14,Niles,and then a linoleum floor hurtling toward my forehead.
277.49,278.30,Arleen,You fainted!
278.78,281.29,Niles,"Oh switch places with me, honey, and see how you do"
283.17,283.72,Frasier,I'll do this.
286.62,287.62,Arleen,The baby's really coming now!
289.22,290.85,Frasier,"If it does come, I'll be hear to catch it."
290.99,292.71,Frasier,Now listen. Just continue with your breathing.
296.21,299.03,Frasier,I don't want you feeling guilty for having your baby in a cab
299.98,303.30,Frasier,"No, there's nothing to be ashamed of through many great Americans have been born this way"
304.44,305.63,Frasier,Cab Calloway comes to mind.
307.95,310.88,Frasier,"You know, my particular area of medicine is psychiatry."
311.10,312.69,Frasier,"I like to specialize in the head, you know,"
312.73,314.00,Frasier,not the lower portion of the body.
314.00,315.24,Frasier,It's much less messy that way.
315.96,317.73,Frasier,Not that your lower portion is messy at all.
317.87,319.00,Frasier,"It's quite beautiful, actually."
319.14,319.78,Frasier,Not that I'm looking.
320.63,320.75,Frasier,Aah!
321.11,321.89,Frasier,Is the pain that bad?
322.06,323.84,Arleen,"No, you're driving me crazy!"
326.80,327.73,Martin,Move it out!
327.73,328.30,Martin,Come on!
329.63,331.11,Arleen,"What, are you a doctor too?"
331.10,332.25,Martin,"No, I'm a retired cop."
332.49,333.80,Arleen,"Well, what took you so long?"
334.08,335.58,Arleen,"Oh, it's really hurting."
335.70,338.15,Martin,"I know. Look, everything's gonna be just fine, sweetheart."
338.21,341.22,Martin,"Now, I've delivered more than a few babies in my lifetime,"
341.28,343.05,Martin,and some of them are even older than you are now.
343.61,344.93,Martin,"Now, Frasier's gonna hold your hand"
344.99,345.96,Martin,"and help you with your breathing,"
346.34,347.85,Martin,"and Niles is gonna look out for an ambulance,"
